year,County,FarmCode,Postcode,FieldName,FieldNumber,crop,Pcode,UNIQUE,a,l,m,h,v,Density.Score,n,Density.States
2015,Norfolk,hill,IP25_7EF,bush.meadow,2,ww,IP25_7EF_grid_2,IP25_7EF_grid_2_2015,11,148,12,0,0,1.005847953,171,3
2015,Leicestershire,welldale,LE12_6JD,20.acre.railway,1,spr bar,LE12_6JD_grid_1,LE12_6JD_grid_1_2015,39,74,1,0,0,0.666666667,114,3
2015,Leicestershire,welldale,LE12_6JD,17.acre.middle,2,spr bar,LE12_6JD_grid_2,LE12_6JD_grid_2_2015,89,11,0,0,0,0.11,100,2
2015,Leicestershire,welldale,LE12_6JD,stack.field,3,ww,LE12_6JD_grid_3,LE12_6JD_grid_3_2015,16,61,23,7,0,1.196261682,107,4
2015,Northamptonshire,fox.and.hounds,LE16_7UG,noseley,3,ww,LE16_7UG_grid_3,LE16_7UG_grid_3_2015,31,156,37,17,1,1.17768595,242,5
2015,Northamptonshire,poplars,LE16_8TB,seeds,1,wbar,LE16_8TB_grid_1,LE16_8TB_grid_1_2015,112,45,0,0,0,0.286624204,157,2
2015,Northamptonshire,poplars,LE16_8TB,Near.Wilbarston,3,ww,LE16_8TB_grid_3,LE16_8TB_grid_3_2015,32,109,26,18,5,1.236842105,190,5
2015,Lincolnshire,hall,LN1_2LL,top.cliffe,1,w bar,LN1_2LL_grid_1,LN1_2LL_grid_1_2015,68,41,2,1,0,0.428571429,112,4
2015,Lincolnshire,hall,LN1_2LL,45.acre,2,w bar,LN1_2LL_grid_2,LN1_2LL_grid_2_2015,203,76,0,1,0,0.282142857,280,3
2015,Lincolnshire,hall,LN1_2LL,middle.briest,3,ww,LN1_2LL_grid_3,LN1_2LL_grid_3_2015,70,49,3,0,0,0.450819672,122,3
2015,Lincolnshire,cooper,LN11_0NX,no.7a,1,spr wh,LN11_0NX_grid_1,LN11_0NX_grid_1_2015,0,59,60,35,17,2.058479532,171,4
2015,Lincolnshire,cooper,LN11_0NX,no.19,3,ww,LN11_0NX_grid_3,LN11_0NX_grid_3_2015,0,22,73,50,9,2.298701299,154,4
2015,Lincolnshire,willoughby,LN13_9TD,garden,1,spr bar,LN13_9TD_grid_1,LN13_9TD_grid_1_2015,6,71,40,28,3,1.668918919,148,5
2015,Lincolnshire,willoughby,LN13_9TD,pigpen,3,ww,LN13_9TD_grid_3,LN13_9TD_grid_3_2015,0,11,29,19,11,2.428571429,70,4
2015,Lincolnshire,leggott.m,LN4_4QQ,bridge.leggott,1,spr wh,LN4_4QQ_grid_1,LN4_4QQ_grid_1_2015,0,45,44,30,11,2.053846154,130,4
2015,Lincolnshire,leggott.m,LN4_4QQ,2x11,2,sbeet,LN4_4QQ_grid_2,LN4_4QQ_grid_2_2015,6,88,18,0,0,1.107142857,112,3
2015,Lincolnshire,clare_clegott,LN5_0RD,horsewoods.3rd,3,ww,LN5_0RD_grid_3,LN5_0RD_grid_3_2015,2,187,28,5,0,1.162162162,222,4
2015,Lincolnshire,brantedge,LN5_0SP,sewage.works,3,ww,LN5_0SP_grid_3,LN5_0SP_grid_3_2015,65,109,1,0,0,0.634285714,175,3
2015,Bedfordshire,watergate,LU7_9LN,stable,1,ww,LU7_9LN_grid_1,LU7_9LN_grid_1_2015,6,71,44,33,0,1.675324675,154,4
2015,Bedfordshire,watergate,LU7_9LN,denmans.close,2,spr bar,LU7_9LN_grid_2,LU7_9LN_grid_2_2015,35,55,0,0,0,0.611111111,90,2
2015,Bedfordshire,hermitage,MK16_0HR,moulsoe.cross,3,ww,MK16_0HR_grid_3,MK16_0HR_grid_3_2015,11,118,3,0,0,0.939393939,132,3
2015,Buckingham,chetwode.manor,MK18_4BB,hill.ground,3,ww,MK18_4BB_grid_3,MK18_4BB_grid_3_2015,1,29,33,39,10,2.25,112,5
2015,Bedfordshire,boxhedge,MK43_0AT,big.boxhedge,1,spr bar,MK43_0AT_grid_1,MK43_0AT_grid_1_2015,74,230,0,0,0,0.756578947,304,2
2015,Bedfordshire,boxhedge,MK43_0AT,jollys,2,spr bar,MK43_0AT_grid_2,MK43_0AT_grid_2_2015,0,197,19,0,0,1.087962963,216,2
2015,Bedfordshire,boxhedge,MK43_0AT,pounds.lane,3,ww,MK43_0AT_grid_3,MK43_0AT_grid_3_2015,15,97,0,0,0,0.866071429,112,2
2015,Bedfordshire,lodge,MK44_1EJ,middle.lodge,2,spr w,MK44_1EJ_grid_2,MK44_1EJ_grid_2_2015,81,57,0,0,0,0.413043478,138,2
2015,Bedfordshire,lodge,MK44_1EJ,rootys,3,ww,MK44_1EJ_grid_3,MK44_1EJ_grid_3_2015,0,35,30,51,5,2.214876033,121,4
2015,Bedfordshire,north.end,MK44_1QT,mowing.ground,1,sp bar,MK44_1QT_grid_1,MK44_1QT_grid_1_2015,3,63,6,0,0,1.041666667,72,3
2015,Bedfordshire,north.end,MK44_1QT,gilberts,2,sp bar,MK44_1QT_grid_2,MK44_1QT_grid_2_2015,94,201,2,0,0,0.69023569,297,3
2015,Bedfordshire,north.end,MK44_1QT,NorthEnd.Farm,3,ww,MK44_1QT_grid_3,MK44_1QT_grid_3_2015,24,111,24,10,0,1.118343195,169,4
2015,Bedfordshire,green.end,MK44_2BU,great.skimish.field,3,ww,MK44_2BU_grid_3,MK44_2BU_grid_3_2015,14,114,42,25,15,1.585714286,210,5
2015,Bedfordshire,elliott.farms,MK44_2EE,fence.field,1,ww,MK44_2EE_grid_1,MK44_2EE_grid_1_2015,0,43,80,29,11,2.049079755,163,4
2015,Bedfordshire,elliott.farms,MK44_2EE,top.rosses.by.house,3,ww,MK44_2EE_grid_3,MK44_2EE_grid_3_2015,16,188,1,0,0,0.926829268,205,3
2015,Bedfordshire,rectory,MK44_2PD,bairds,3,ww,MK44_2PD_grid_3,MK44_2PD_grid_3_2015,4,107,13,10,0,1.21641791,134,4
2015,Nottinghamshire,hollygate,NG12_2JW,long.7.acre,1,wbar,NG12_2JW_grid_1,NG12_2JW_grid_1_2015,0,67,12,0,0,1.151898734,79,2
2015,Nottinghamshire,hollygate,NG12_2JW,orchard.field,2,wbar,NG12_2JW_grid_2,NG12_2JW_grid_2_2015,185,26,5,0,0,0.166666667,216,3
2015,Nottinghamshire,hollygate,NG12_2JW,20.acre,3,ww,NG12_2JW_grid_3,NG12_2JW_grid_3_2015,69,49,21,11,2,0.868421053,152,5
2015,Nottinghamshire,rectory.copley,NG13_9LF,corner.13.acre,1,ww,NG13_9LF_grid_1,NG13_9LF_grid_1_2015,61,62,1,0,0,0.516129032,124,3
2015,Nottinghamshire,staunton.charltons,NG13_9PE,lark,1,spr wh,NG13_9PE_grid_1,NG13_9PE_grid_1_2015,38,229,0,0,0,0.857677903,267,2
2015,Nottinghamshire,staunton.charltons,NG13_9PE,barn.meadow,3,ww,NG13_9PE_grid_3,NG13_9PE_grid_3_2015,3,93,0,0,0,0.96875,96,2
2015,Lincolnshire,barn,NG32_3HX,allotment,1,ww,NG32_3HX_grid_1,NG32_3HX_grid_1_2015,0,0,4,31,43,3.5,78,3
2015,Lincolnshire,barn,NG32_3HX,rutland.south,2,spr bar,NG32_3HX_grid_2,NG32_3HX_grid_2_2015,73,90,4,2,0,0.615384615,169,4
2015,Lincolnshire,cranwell.hall,NG34_8NG,Cranwell,3,ww,NG34_8NG_grid_3,NG34_8NG_grid_3_2015,0,15,60,53,21,2.536912752,149,4
2015,Northamptonshire,white.house,NN29_7JT,whitehouse,3,ww,NN29_7JT_grid_3,NN29_7JT_grid_3_2015,90,130,4,0,0,0.616071429,224,3
2015,Northamptonshire,bfc.agronomy,NN6_8NN,ram.close,3,ww,NN6_8NN_grid_3,NN6_8NN_grid_3_2015,200,80,7,0,0,0.327526132,287,3
2015,Norfolk,kerdiston.house,NR10_4RP,jollies,1,w oats,NR10_4RP_grid_1,NR10_4RP_grid_1_2015,16,128,28,4,0,1.113636364,176,4
2015,Norfolk,kerdiston.house,NR10_4RP,point.house,3,ww,NR10_4RP_grid_3,NR10_4RP_grid_3_2015,87,98,5,0,0,0.568421053,190,3
2015,Norfolk,flordon.hall,NR15_1RT,bracon.close,2,ww,NR15_1RT_grid_2,NR15_1RT_grid_2_2015,3,89,20,0,0,1.151785714,112,3
2015,Norfolk,friars,NR15_2QL,ollands,2,wbar,NR15_2QL_grid_2,NR15_2QL_grid_2_2015,52,98,0,0,0,0.653333333,150,2
2015,Norfolk,friars,NR15_2QL,goose,3,ww,NR15_2QL_grid_3,NR15_2QL_grid_3_2015,64,47,4,0,0,0.47826087,115,3
2015,Norfolk,villa,NR16_1SN,glebe.30,1,sbeet,NR16_1SN_grid_1,NR16_1SN_grid_1_2015,219,7,0,0,0,0.030973451,226,2
2015,Norfolk,honingham.thorpe.farms,NR17_1NJ,sherrards.green,1,ww,NR17_1NJ_grid_1,NR17_1NJ_grid_1_2015,46,33,9,6,1,0.768421053,95,5
2015,Norfolk,honingham.thorpe.farms,NR17_1NJ,far.field,2,wbar,NR17_1NJ_grid_2,NR17_1NJ_grid_2_2015,4,163,18,0,0,1.075675676,185,3
2015,Warwickshire,bourton,OX17_1AS,angels.piece,1,sp bar,OX17_1AS_grid_1,OX17_1AS_grid_1_2015,0,0,5,46,70,3.537190083,121,3
2015,Warwickshire,bourton,OX17_1AS,banbury.road,2,sp bar,OX17_1AS_grid_2,OX17_1AS_grid_2_2015,18,175,7,0,0,0.945,200,3
2015,Warwickshire,bourton,OX17_1AS,tip.field,3,ww,OX17_1AS_grid_3,OX17_1AS_grid_3_2015,14,140,31,20,5,1.342857143,210,5
2015,Northamptonshire,clattercote,OX17_1QB,stokes,3,ww,OX17_1QB_grid_3,OX17_1QB_grid_3_2015,59,88,12,1,0,0.71875,160,4
2015,Oxfordshire,perdiswell,OX20_1QJ,gym,1,sp bar,OX20_1QJ_grid_1,OX20_1QJ_grid_1_2015,75,92,2,0,0,0.568047337,169,3
2015,Oxfordshire,perdiswell,OX20_1QJ,begbroke.A44,2,sp bar,OX20_1QJ_grid_2,OX20_1QJ_grid_2_2015,77,223,9,0,0,0.779935275,309,3
2015,Oxfordshire,perdiswell,OX20_1QJ,motox,3,ww,OX20_1QJ_grid_3,OX20_1QJ_grid_3_2015,71,137,15,5,0,0.798245614,228,4
2015,Oxfordshire,souldern.grounds,OX25_6LU,slade,1,sp bar,OX25_6LU_grid_1,OX25_6LU_grid_1_2015,0,41,125,88,0,2.18503937,254,3
2015,Oxfordshire,souldern.grounds,OX25_6LU,ramground,2,sp bar,OX25_6LU_grid_2,OX25_6LU_grid_2_2015,12,17,14,2,0,1.133333333,45,4
2015,Oxfordshire,souldern.grounds,OX25_6LU,Viaduct.dry.lays,3,ww,OX25_6LU_grid_3,OX25_6LU_grid_3_2015,8,63,16,1,0,1.113636364,88,4
2015,Oxfordshire,twelve.acre.farm,OX29_4BH,mushroom,3,ww,OX29_4BH_grid_3,OX29_4BH_grid_3_2015,80,127,37,14,0,0.941860465,258,4
2015,Oxfordshire,model,OX49_5DX,stokewell.ground,1,ww,OX49_5DX_grid_1,OX49_5DX_grid_1_2015,8,94,0,0,0,0.921568627,102,2
2015,Oxfordshire,model,OX49_5DX,sids.and.the.linings,2,sp bar,OX49_5DX_grid_2,OX49_5DX_grid_2_2015,0,150,106,17,2,1.530909091,275,4
2015,Oxfordshire,model,OX49_5DX,clare,3,ww,OX49_5DX_grid_3,OX49_5DX_grid_3_2015,4,185,23,0,0,1.089622642,212,3
2015,Lincolnshire,churchview,PE10_0RZ,picks,1,sbeet,PE10_0RZ_grid_1,PE10_0RZ_grid_1_2015,68,112,0,0,0,0.622222222,180,2
2015,Lincolnshire,churchview,PE10_0RZ,turners,3,ww,PE10_0RZ_grid_3,PE10_0RZ_grid_3_2015,1,40,43,49,47,2.561111111,180,5
2015,Lincolnshire,charlton,PE12_6QG,rookery.one.and.two,1,spr wh,PE12_6QG_grid_1,PE12_6QG_grid_1_2015,2,65,63,71,13,2.130841121,214,5
2015,Lincolnshire,charlton,PE12_6QG,rookery.bottom,2,w bar,PE12_6QG_grid_2,PE12_6QG_grid_2_2015,69,86,8,3,0,0.668674699,166,4
2015,Lincolnshire,lighthouse,PE12_9YT,lighthouse,3,ww,PE12_9YT_grid_3,PE12_9YT_grid_3_2015,1,154,55,18,0,1.394736842,228,4
2015,Cambridgeshire,cotton,PE19_6PU,c8,2,spr wh,PE19_6PU_grid_2,PE19_6PU_grid_2_2015,148,60,7,1,0,0.356481481,216,4
2015,Cambridgeshire,cotton,PE19_6PU,Cotton.Farm,3,ww,PE19_6PU_grid_3,PE19_6PU_grid_3_2015,125,16,0,0,0,0.113475177,141,2
2015,Cambridgeshire,worlicks,PE26_2XF,opposite.cottage,1,potatoes,PE26_2XF_grid_1,PE26_2XF_grid_1_2015,6,93,88,12,1,1.545,200,5
2015,Cambridgeshire,worlicks,PE26_2XF,16.acre,3,ww,PE26_2XF_grid_3,PE26_2XF_grid_3_2015,0,17,45,52,9,2.430894309,123,4
2015,Cambridgeshire,wennington.lodge,PE28_2LP,bridge,1,ww,PE28_2LP_grid_1,PE28_2LP_grid_1_2015,15,150,21,11,3,1.185,200,5
2015,Cambridgeshire,barnfield,PE28_3LY,hill.field,2,sp wh,PE28_3LY_grid_2,PE28_3LY_grid_2_2015,0,44,55,51,17,2.245508982,167,4
2015,Cambridgeshire,barnfield,PE28_3LY,sinkers.hole,3,ww,PE28_3LY_grid_3,PE28_3LY_grid_3_2015,0,9,19,14,26,2.838235294,68,4
2015,Cambridgeshire,manor.williams,PE28_5RR,top.of.lambs.lane.east,3,ww,PE28_5RR_grid_3,PE28_5RR_grid_3_2015,0,47,11,2,0,1.25,60,3
2015,Norfolk,cannister,PE32_2LW,lower.norrels.garden,1,ww,PE32_2LW_grid_1,PE32_2LW_grid_1_2015,0,4,18,37,41,3.15,100,4
2015,Cambridgeshire,burnt.house,PE7_2HP,fletchers,3,ww,PE7_2HP_grid_3,PE7_2HP_grid_3_2015,140,42,0,0,0,0.230769231,182,2
2015,Bedfordshire,fullers.hill,SG19_3BP,pink.cottage.close,1,spr wh,SG19_3BP_grid_1,SG19_3BP_grid_1_2015,103,172,3,0,0,0.64028777,278,3
2015,Bedfordshire,fullers.hill,SG19_3BP,middle.diff.align,2,spr wh,SG19_3BP_grid_2,SG19_3BP_grid_2_2015,52,128,0,0,0,0.711111111,180,2
2015,Bedfordshire,fullers.hill,SG19_3BP,dick.and.dolls,3,ww,SG19_3BP_grid_3,SG19_3BP_grid_3_2015,15,113,60,44,2,1.594017094,234,5
2015,East Riding of Yorkshire,manor.house,YO25_8DX,44.acre.the.bottoms,2,ww,YO25_8DX_grid_2,YO25_8DX_grid_2_2015,59,180,10,0,0,0.803212851,249,3
2015,North Yorkshire,overton,YO30_1AA,church,3,ww,YO30_1AA_grid_3,YO30_1AA_grid_3_2015,131,2,0,0,0,0.015037594,133,2
2015,North Yorkshire,hall.bank,YO30_1AN,new.parks,2,ww,YO30_1AN_grid_2,YO30_1AN_grid_2_2015,186,3,0,0,0,0.015873016,189,2
2015,North Yorkshire,greens,YO32_2RE,Field.2,1,ww,YO32_2RE_grid_1,YO32_2RE_grid_1_2015,0,28,25,11,2,1.803030303,66,4
2015,North Yorkshire,greens,YO32_2RE,Field.1,2,ww,YO32_2RE_grid_2,YO32_2RE_grid_2_2015,9,50,23,11,7,1.57,100,5
2015,North Yorkshire,hallmoor,YO32_2RQ,hall.moor.8,2,ww,YO32_2RQ_grid_2,YO32_2RQ_grid_2_2015,87,28,0,0,0,0.243478261,115,2
2015,North Yorkshire,spinks,YO61_1ET,south,1,ww,YO61_1ET_grid_1,YO61_1ET_grid_1_2015,114,58,10,0,0,0.428571429,182,3
2015,North Yorkshire,spinks,YO61_1ET,north,2,wbar,YO61_1ET_grid_2,YO61_1ET_grid_2_2015,98,7,0,0,0,0.066666667,105,2
2015,North Yorkshire,raskelf,YO61_3LG,24.acre,1,ww,YO61_3LG_grid_1,YO61_3LG_grid_1_2015,50,142,13,4,0,0.861244019,209,4
2015,North Yorkshire,raskelf,YO61_3LG,45.acre.nr.duffields,2,ww,YO61_3LG_grid_2,YO61_3LG_grid_2_2015,1,67,64,53,10,2.020512821,195,5
2015,North Yorkshire,birch,YO62_5YD,newton.grange.23,1,ww,YO62_5YD_grid_1,YO62_5YD_grid_1_2015,62,92,10,0,0,0.682926829,164,3
2015,North Yorkshire,birch,YO62_5YD,newton.grange.bottom,2,ww,YO62_5YD_grid_2,YO62_5YD_grid_2_2015,163,57,0,0,0,0.259090909,220,2
2016,Cambridgeshire,midload,CB25_9LQ,bentons,3,ww,CB25_9LQ_grid_3,CB25_9LQ_grid_3_2016,0,132,48,10,6,1.43877551,196,4
2016,Cambridgeshire,temple,CB7_4SS,sandy.ground,1,ww,CB7_4SS_grid_1,CB7_4SS_grid_1_2016,94,104,0,0,0,0.525252525,198,2
2016,Cambridgeshire,temple,CB7_4SS,sedgefen,2,ww,CB7_4SS_grid_2,CB7_4SS_grid_2_2016,28,96,1,0,0,0.784,125,3
2016,Warwickshire,squab.hall,CV33_9QB,Barnwell.Farm,4,ww,CV33_9QB_grid_4,CV33_9QB_grid_4_2016,0,29,28,24,16,2.278350515,97,4
2016,Warwickshire,gaydon.hill,CV35_0HQ,garage.field,3,spr bar,CV35_0HQ_grid_3,CV35_0HQ_grid_3_2016,4,125,28,9,1,1.269461078,167,5
2016,Warwickshire,gaydon.hill,CV35_0HQ,colt.house,4,ww,CV35_0HQ_grid_4,CV35_0HQ_grid_4_2016,0,0,15,58,90,3.460122699,163,3
2016,Warwickshire,croft,CV37_7NF,tubbs.end.8,4,ww,CV37_7NF_grid_4,CV37_7NF_grid_4_2016,0,91,61,54,33,2.121338912,239,4
2016,Nottinghamshire,magpie.hall,DN22_0LB,6.acre,3,ww,DN22_0LB_grid_3,DN22_0LB_grid_3_2016,3,53,0,0,0,0.946428571,56,2
2016,Lincolnshire,grange,DN36_5UP,stones,1,ww,DN36_5UP_grid_1,DN36_5UP_grid_1_2016,41,110,19,13,16,1.261306533,199,5
2016,Lincolnshire,grange,DN36_5UP,grimoldbys,2,ww,DN36_5UP_grid_2,DN36_5UP_grid_2_2016,0,50,43,13,0,1.650943396,106,3
2016,Lincolnshire,grange.faulding,DN40_3PX,glebe.24,2,wbar,DN40_3PX_grid_2,DN40_3PX_grid_2_2016,7,220,8,1,0,1.012711864,236,4
2016,Lincolnshire,grange.faulding,DN40_3PX,22.acre,3,wbar,DN40_3PX_grid_3,DN40_3PX_grid_3_2016,0,199,23,8,1,1.181818182,231,4
2016,South Yorks,highfields,DN5_7UJ,rig.field,2,spr bar,DN5_7UJ_grid_2,DN5_7UJ_grid_2_2016,11,100,63,26,0,1.52,200,4
2016,South Yorks,highfields,DN5_7UJ,Highfields.Farm,3,spr bar,DN5_7UJ_grid_3,DN5_7UJ_grid_3_2016,44,102,0,0,0,0.698630137,146,2
2016,South Yorks,manor.robinson,DN7_5TG,buckleys,2,ww,DN7_5TG_grid_2,DN7_5TG_grid_2_2016,0,27,21,51,136,3.259574468,235,4
2016,Buckinghamshire,moorleys,HP18_9QQ,moorleys,3,spr bar,HP18_9QQ_grid_3,HP18_9QQ_grid_3_2016,22,150,3,0,0,0.891428571,175,3
2016,Buckinghamshire,moorleys,HP18_9QQ,rixons,4,ww,HP18_9QQ_grid_4,HP18_9QQ_grid_4_2016,4,112,19,9,0,1.229166667,144,4
2016,East Riding of Yorkshire,new.headlands,HU11_4QA,dottoms,1,spr bar,HU11_4QA_grid_1,HU11_4QA_grid_1_2016,0,123,72,3,0,1.393939394,198,3
2016,East Riding of Yorkshire,new.headlands,HU11_4QA,back.of.beans,2,spr bar,HU11_4QA_grid_2,HU11_4QA_grid_2_2016,3,165,28,16,0,1.268867925,212,4
2016,East Riding of Yorkshire,grange.patchett,HU15_1RG,back.field,1,ww,HU15_1RG_grid_1,HU15_1RG_grid_1_2016,20,164,39,19,2,1.258196721,244,5
2016,East Riding of Yorkshire,grange.patchett,HU15_1RG,15.acre.greenoak,2,ww,HU15_1RG_grid_2,HU15_1RG_grid_2_2016,0,94,17,2,0,1.185840708,113,3
2016,East Riding of Yorkshire,bransholme.dairy,HU7_4YP,field.3,1,ww,HU7_4YP_grid_1,HU7_4YP_grid_1_2016,0,63,77,47,31,2.211009174,218,4
2016,Norfolk,hill,IP25_7EF,arable,1,ww,IP25_7EF_grid_1,IP25_7EF_grid_1_2016,60,64,0,0,0,0.516129032,124,2
2016,Leicestershire,welldale,LE12_6JD,12.acre.brook,4,ww,LE12_6JD_grid_4,LE12_6JD_grid_4_2016,13,86,20,0,0,1.058823529,119,3
2016,Northamptonshire,fox.and.hounds,LE16_7UG,Sedgeleys,4,ww,LE16_7UG_grid_4,LE16_7UG_grid_4_2016,23,60,0,0,0,0.722891566,83,2
2016,Northamptonshire,poplars,LE16_8TB,18.acre,2,sprbar,LE16_8TB_grid_2,LE16_8TB_grid_2_2016,0,130,24,5,0,1.213836478,159,3
2016,Lincolnshire,hall,LN1_2LL,clay.hills,4,ww,LN1_2LL_grid_4,LN1_2LL_grid_4_2016,157,75,4,0,0,0.351694915,236,3
2016,Lincolnshire,cooper,LN11_0NX,no.7a,1,wbar,LN11_0NX_grid_1,LN11_0NX_grid_1_2016,0,0,4,99,68,3.374269006,171,3
2016,Lincolnshire,cooper,LN11_0NX,no.17,2,ww,LN11_0NX_grid_2,LN11_0NX_grid_2_2016,0,38,70,28,0,1.926470588,136,3
2016,Lincolnshire,cooper,LN11_0NX,no.19,3,spr bar,LN11_0NX_grid_3,LN11_0NX_grid_3_2016,0,13,12,70,59,3.136363636,154,4
2016,Lincolnshire,willoughby,LN13_9TD,pigpen,3,spr bar,LN13_9TD_grid_3,LN13_9TD_grid_3_2016,0,57,12,1,0,1.2,70,3
2016,Lincolnshire,willoughby,LN13_9TD,stone.bridge,4,ww,LN13_9TD_grid_4,LN13_9TD_grid_4_2016,0,40,35,22,2,1.858585859,99,4
2016,Lincolnshire,leggott.m,LN4_4QQ,2x11,2,ww,LN4_4QQ_grid_2,LN4_4QQ_grid_2_2016,0,30,40,25,1,1.96875,96,4
2016,Lincolnshire,clare_clegott,LN5_0RD,capps,1,ww,LN5_0RD_grid_1,LN5_0RD_grid_1_2016,0,67,43,43,0,1.843137255,153,3
2016,Lincolnshire,brantedge,LN5_0SP,woolfits,1,ww,LN5_0SP_grid_1,LN5_0SP_grid_1_2016,0,69,25,31,15,1.942857143,140,4
2016,Lincolnshire,brantedge,LN5_0SP,44.acre,2,spr wh,LN5_0SP_grid_2,LN5_0SP_grid_2_2016,0,135,19,26,0,1.394444444,180,3
2016,Lincolnshire,brantedge,LN5_0SP,sewage.works,3,spr bar,LN5_0SP_grid_3,LN5_0SP_grid_3_2016,175,0,0,0,0,0,175,1
2016,Bedfordshire,watergate,LU7_9LN,stable,1,ww,LU7_9LN_grid_1,LU7_9LN_grid_1_2016,38,110,6,0,0,0.792207792,154,3
2016,Bedfordshire,watergate,LU7_9LN,homefield,3,ww,LU7_9LN_grid_3,LU7_9LN_grid_3_2016,27,64,10,0,0,0.831683168,101,3
2016,Bedfordshire,hermitage,MK16_0HR,clay.hill,1,ww,MK16_0HR_grid_1,MK16_0HR_grid_1_2016,0,44,25,33,14,2.146551724,116,4
2016,Bedfordshire,hermitage,MK16_0HR,slade,2,ww,MK16_0HR_grid_2,MK16_0HR_grid_2_2016,0,10,34,31,12,2.517241379,87,4
2016,Bedfordshire,hermitage,MK16_0HR,moulsoe.cross,3,ww,MK16_0HR_grid_3,MK16_0HR_grid_3_2016,0,124,8,0,0,1.060606061,132,2
2016,Buckingham,chetwode.manor,MK18_4BB,hermitage,1,ww,MK18_4BB_grid_1,MK18_4BB_grid_1_2016,0,19,14,20,39,2.858695652,92,4
2016,Buckingham,chetwode.manor,MK18_4BB,court,2,ww,MK18_4BB_grid_2,MK18_4BB_grid_2_2016,0,10,29,126,9,2.770114943,174,4
2016,Bedfordshire,boxhedge,MK43_0AT,pounds.lane,3,wbar,MK43_0AT_grid_3,MK43_0AT_grid_3_2016,99,13,0,0,0,0.116071429,112,2
2016,Bedfordshire,boxhedge,MK43_0AT,E.of.N.Crawley,4,ww,MK43_0AT_grid_4,MK43_0AT_grid_4_2016,0,103,1,0,0,1.009615385,104,2
2016,Bedfordshire,lodge,MK44_1EJ,little.great.close,1,ww,MK44_1EJ_grid_1,MK44_1EJ_grid_1_2016,0,58,105,37,2,1.915841584,202,4
2016,Bedfordshire,lodge,MK44_1EJ,rootys,3,spr wh,MK44_1EJ_grid_3,MK44_1EJ_grid_3_2016,6,114,1,0,0,0.958677686,121,3
2016,Bedfordshire,north.end,MK44_1QT,mowing.ground,1,spr bar,MK44_1QT_grid_1,MK44_1QT_grid_1_2016,0,67,6,0,0,1.082191781,73,2
2016,Bedfordshire,north.end,MK44_1QT,gilberts,2,spr bar,MK44_1QT_grid_2,MK44_1QT_grid_2_2016,35,256,6,0,0,0.902356902,297,3
2016,Bedfordshire,north.end,MK44_1QT,NorthEnd.Farm,3,ww,MK44_1QT_grid_3,MK44_1QT_grid_3_2016,21,112,27,9,0,1.142011834,169,4
2016,Bedfordshire,green.end,MK44_2BU,common.green.end,1,ww,MK44_2BU_grid_1,MK44_2BU_grid_1_2016,0,102,54,14,2,1.511627907,172,4
2016,Bedfordshire,green.end,MK44_2BU,big.gomish,2,ww,MK44_2BU_grid_2,MK44_2BU_grid_2_2016,23,206,26,10,0,1.086792453,265,4
2016,Bedfordshire,elliott.farms,MK44_2EE,bottom.rosses,2,ww,MK44_2EE_grid_2,MK44_2EE_grid_2_2016,0,32,38,32,25,2.393700787,127,4
2016,Bedfordshire,elliott.farms,MK44_2EE,top.rosses.by.house,3,ww,MK44_2EE_grid_3,MK44_2EE_grid_3_2016,0,104,66,35,0,1.663414634,205,3
2016,Bedfordshire,rectory,MK44_2PD,maizys.laze,1,ww,MK44_2PD_grid_1,MK44_2PD_grid_1_2016,0,48,46,7,0,1.594059406,101,3
2016,Bedfordshire,rectory,MK44_2PD,bilses.hill,2,ww,MK44_2PD_grid_2,MK44_2PD_grid_2_2016,0,210,15,0,0,1.066666667,225,2
2016,Nottinghamshire,hollygate,NG12_2JW,20.acre,3,wbar,NG12_2JW_grid_3,NG12_2JW_grid_3_2016,79,76,4,0,0,0.528301887,159,3
2016,Nottinghamshire,hollygate,NG12_2JW,tree.field,4,ww,NG12_2JW_grid_4,NG12_2JW_grid_4_2016,33,54,1,0,0,0.636363636,88,3
2016,Nottinghamshire,rectory.copley,NG13_9LF,opposite.yard,3,ww,NG13_9LF_grid_3,NG13_9LF_grid_3_2016,0,27,23,21,13,2.238095238,84,4
2016,Nottinghamshire,staunton.charltons,NG13_9PE,lark,1,ww,NG13_9PE_grid_1,NG13_9PE_grid_1_2016,8,233,23,0,0,1.056818182,264,3
2016,Nottinghamshire,staunton.charltons,NG13_9PE,pudding,2,ww,NG13_9PE_grid_2,NG13_9PE_grid_2_2016,0,79,44,3,0,1.396825397,126,3
2016,Nottinghamshire,staunton.charltons,NG13_9PE,barn.meadow,3,spr w,NG13_9PE_grid_3,NG13_9PE_grid_3_2016,2,91,3,0,0,1.010416667,96,3
2016,Lincolnshire,barn,NG32_3HX,allotment,1,wbar,NG32_3HX_grid_1,NG32_3HX_grid_1_2016,0,58,15,5,0,1.320512821,78,3
2016,Lincolnshire,barn,NG32_3HX,rutland.north,3,ww,NG32_3HX_grid_3,NG32_3HX_grid_3_2016,9,119,4,0,0,0.962121212,132,3
2016,Lincolnshire,cranwell.hall,NG34_8NG,Cranwell,3,wbar,NG34_8NG_grid_3,NG34_8NG_grid_3_2016,0,81,49,17,3,1.613333333,150,4
