"","field_name","crop1","crop2","crop3","crop4","crop5","crop6","yield.1","output.1","fertcost.1","seedcost.1","herbcost.1","sundry.1","varcost.1","gmargin.1","fuelcost.1","labcost.1","opcost.1","grossprof.1","rotgrossprof.1","yield.2","output.2","fertcost.2","seedcost.2","herbcost.2","sundry.2","varcost.2","gmargin.2","fuelcost.2","labcost.2","opcost.2","grossprof.2","rotgrossprof.2","yield.3","output.3","fertcost.3","seedcost.3","herbcost.3","sundry.3","varcost.3","gmargin.3","fuelcost.3","labcost.3","opcost.3","grossprof.3","rotgrossprof.3","yield.4","output.4","fertcost.4","seedcost.4","herbcost.4","sundry.4","varcost.4","gmargin.4","fuelcost.4","labcost.4","opcost.4","grossprof.4","rotgrossprof.4","yield.5","output.5","fertcost.5","seedcost.5","herbcost.5","sundry.5","varcost.5","gmargin.5","fuelcost.5","labcost.5","opcost.5","grossprof.5","rotgrossprof.5","yield.6","output.6","fertcost.6","seedcost.6","herbcost.6","sundry.6","varcost.6","gmargin.6","fuelcost.6","labcost.6","opcost.6","grossprof.6","rotgrossprof.6","totalrotgrossprof"
"42","MD-LR.E.l","winterwheat","wosr","winterwheat","winterwheat","wosr","winterwheat",4.83,1104.47,190.32,72,107.22,182,551.54,552.93,94,47,141,411.93,68.66,2.37,1016.95,197.22,23.49,0,192,412.71,604.24,166,86,252,352.24,58.71,4.83,1104.47,190.32,72,107.22,182,551.54,552.93,94,47,141,411.93,68.66,4.1055,972.25,190.32,72,107.22,182,551.54,420.71,94,47,141,279.71,46.62,2.37,1016.95,197.22,23.49,0,192,412.71,604.24,166,86,252,352.24,58.71,4.83,1104.47,190.32,72,107.22,182,551.54,552.93,94,47,141,411.93,68.66,370.02
"43","LD-LR.N.h","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",7.16,1529.7,246.32,68.4,26.79,182,523.51,1006.19,120,62,182,824.19,137.36,6.6839,1362.6,212.62,70.2,15.09,158,455.91,906.69,128,65,193,713.69,118.95,3.36,1348.6,197.22,23.49,39,192,451.71,896.89,206,107,313,583.89,97.32,7.16,1529.7,246.32,68.4,93.09,182,589.81,939.89,120,62,182,757.89,126.32,4.43,1042.55,52.58,115.9,92.58,81,342.06,700.49,201,103,304,396.49,66.08,7.16,1529.7,246.32,68.4,26.79,182,523.51,1006.19,120,62,182,824.19,137.36,683.39
"44","MD-LR.N.h","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",7.16,1529.7,246.32,68.4,26.79,182,523.51,1006.19,120,62,182,824.19,137.36,6.6839,1362.6,212.62,70.2,15.09,158,455.91,906.69,128,65,193,713.69,118.95,3.36,1348.6,197.22,23.49,39,192,451.71,896.89,206,107,313,583.89,97.32,7.16,1529.7,246.32,68.4,93.09,182,589.81,939.89,120,62,182,757.89,126.32,4.43,1042.55,52.58,115.9,92.58,81,342.06,700.49,201,103,304,396.49,66.08,7.16,1529.7,246.32,68.4,26.79,182,523.51,1006.19,120,62,182,824.19,137.36,683.39
"45","LD-LR.N.m","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",6.35,1381.88,246.32,68.4,26.79,182,523.51,858.36,107,55,162,696.36,116.06,5.9719,1241.21,212.62,70.2,15.09,158,455.91,785.3,115,58,173,612.3,102.05,2.86,1181.1,197.22,23.49,39,192,451.71,729.39,190,99,289,440.39,73.4,6.35,1381.88,246.32,68.4,93.09,182,589.81,792.06,107,55,162,630.06,105.01,3.24,822.4,52.58,115.9,92.58,81,342.06,480.34,184,95,279,201.34,33.56,6.35,1381.88,246.32,68.4,26.79,182,523.51,858.36,107,55,162,696.36,116.06,546.14
"46","MD-LR.N.m","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",6.35,1381.88,246.32,68.4,26.79,182,523.51,858.36,107,55,162,696.36,116.06,5.9719,1241.21,212.62,70.2,15.09,158,455.91,785.3,115,58,173,612.3,102.05,2.86,1181.1,197.22,23.49,39,192,451.71,729.39,190,99,289,440.39,73.4,6.35,1381.88,246.32,68.4,93.09,182,589.81,792.06,107,55,162,630.06,105.01,3.24,822.4,52.58,115.9,92.58,81,342.06,480.34,184,95,279,201.34,33.56,6.35,1381.88,246.32,68.4,26.79,182,523.51,858.36,107,55,162,696.36,116.06,546.14
"47","LD-LR.N.l","winterwheat","winterbarley","wosr","winterwheat","driedpeas","winterwheat",5.19,1170.18,190.32,68.4,26.79,182,467.51,702.67,94,49,143,559.67,93.28,5.251,1118.3,212.62,70.2,15.09,158,455.91,662.39,101,51,152,510.39,85.06,2.37,1016.95,197.22,23.49,39,192,451.71,565.24,176,91,267,298.24,49.71,5.19,1170.18,190.32,68.4,93.09,182,533.81,636.37,94,49,143,493.37,82.23,4.36,1204,43.6,141,92.58,155,432.18,771.82,187,96,283,488.82,81.47,5.19,1170.18,190.32,68.4,26.79,182,467.51,702.67,94,49,143,559.67,93.28,485.03
"48","MD-LR.N.l","winterwheat","winterbarley","wosr","winterwheat","driedpeas","winterwheat",5.19,1170.18,190.32,68.4,26.79,182,467.51,702.67,94,49,143,559.67,93.28,5.251,1118.3,212.62,70.2,15.09,158,455.91,662.39,101,51,152,510.39,85.06,2.37,1016.95,197.22,23.49,39,192,451.71,565.24,176,91,267,298.24,49.71,5.19,1170.18,190.32,68.4,93.09,182,533.81,636.37,94,49,143,493.37,82.23,4.36,1204,43.6,141,92.58,155,432.18,771.82,187,96,283,488.82,81.47,5.19,1170.18,190.32,68.4,26.79,182,467.51,702.67,94,49,143,559.67,93.28,485.03
"49","LD-LR.C.h","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",7.16,1529.7,246.32,68.4,26.79,182,523.51,1006.19,120,62,182,824.19,137.36,6.6839,1362.6,212.62,70.2,15.09,158,455.91,906.69,128,65,193,713.69,118.95,3.36,1348.6,197.22,23.49,39,192,451.71,896.89,206,107,313,583.89,97.32,7.16,1529.7,246.32,68.4,93.09,182,589.81,939.89,120,62,182,757.89,126.32,4.43,1042.55,52.58,115.9,92.58,81,342.06,700.49,201,103,304,396.49,66.08,7.16,1529.7,246.32,68.4,26.79,182,523.51,1006.19,120,62,182,824.19,137.36,683.39
"50","MD-LR.C.h","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",7.16,1529.7,246.32,68.4,26.79,182,523.51,1006.19,120,62,182,824.19,137.36,6.6839,1362.6,212.62,70.2,15.09,158,455.91,906.69,128,65,193,713.69,118.95,3.36,1348.6,197.22,23.49,39,192,451.71,896.89,206,107,313,583.89,97.32,7.16,1529.7,246.32,68.4,93.09,182,589.81,939.89,120,62,182,757.89,126.32,4.43,1042.55,52.58,115.9,92.58,81,342.06,700.49,201,103,304,396.49,66.08,7.16,1529.7,246.32,68.4,26.79,182,523.51,1006.19,120,62,182,824.19,137.36,683.39
"51","LD-LR.C.m","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",6.35,1381.88,246.32,68.4,26.79,182,523.51,858.36,107,55,162,696.36,116.06,5.9719,1241.21,212.62,70.2,15.09,158,455.91,785.3,115,58,173,612.3,102.05,2.86,1181.1,197.22,23.49,39,192,451.71,729.39,190,99,289,440.39,73.4,6.35,1381.88,246.32,68.4,93.09,182,589.81,792.06,107,55,162,630.06,105.01,3.24,822.4,52.58,115.9,92.58,81,342.06,480.34,184,95,279,201.34,33.56,6.35,1381.88,246.32,68.4,26.79,182,523.51,858.36,107,55,162,696.36,116.06,546.14
"52","MD-LR.C.m","winterwheat","winterbarley","wosr","winterwheat","springbeans","winterwheat",6.35,1381.88,246.32,68.4,26.79,182,523.51,858.36,107,55,162,696.36,116.06,5.9719,1241.21,212.62,70.2,15.09,158,455.91,785.3,115,58,173,612.3,102.05,2.86,1181.1,197.22,23.49,39,192,451.71,729.39,190,99,289,440.39,73.4,6.35,1381.88,246.32,68.4,93.09,182,589.81,792.06,107,55,162,630.06,105.01,3.24,822.4,52.58,115.9,92.58,81,342.06,480.34,184,95,279,201.34,33.56,6.35,1381.88,246.32,68.4,26.79,182,523.51,858.36,107,55,162,696.36,116.06,546.14
"53","LD-LR.C.l","winterwheat","winterbarley","wosr","winterwheat","driedpeas","winterwheat",5.19,1170.18,190.32,68.4,26.79,182,467.51,702.67,94,49,143,559.67,93.28,5.251,1118.3,212.62,70.2,15.09,158,455.91,662.39,101,51,152,510.39,85.06,2.37,1016.95,197.22,23.49,39,192,451.71,565.24,176,91,267,298.24,49.71,5.19,1170.18,190.32,68.4,93.09,182,533.81,636.37,94,49,143,493.37,82.23,4.36,1204,43.6,141,92.58,155,432.18,771.82,187,96,283,488.82,81.47,5.19,1170.18,190.32,68.4,26.79,182,467.51,702.67,94,49,143,559.67,93.28,485.03
"54","MD-LR.C.l","winterwheat","winterbarley","wosr","winterwheat","driedpeas","winterwheat",5.19,1170.18,190.32,68.4,26.79,182,467.51,702.67,94,49,143,559.67,93.28,5.251,1118.3,212.62,70.2,15.09,158,455.91,662.39,101,51,152,510.39,85.06,2.37,1016.95,197.22,23.49,39,192,451.71,565.24,176,91,267,298.24,49.71,5.19,1170.18,190.32,68.4,93.09,182,533.81,636.37,94,49,143,493.37,82.23,4.36,1204,43.6,141,92.58,155,432.18,771.82,187,96,283,488.82,81.47,5.19,1170.18,190.32,68.4,26.79,182,467.51,702.67,94,49,143,559.67,93.28,485.03
